age,income,city,churned
67,38845.82,Bangalore,0
29,30530.69,Mumbai,1
54,10314.93,Mumbai,1
66,67920.03,Delhi,0
43,48904.91,Bangalore,1
36,46145.95,Delhi,1
37,478.67,Delhi,1
33,76819.56,Delhi,1
19,48032.43,Mumbai,0
50,49725.22,Pune,0
74,7099.19,Mumbai,0
30,1312.34,Bangalore,1
52,62496.39,Pune,1
66,39521.96,Mumbai,1
65,84429.84,Delhi,0
45,37139.04,Bangalore,1
58,107838.44,Bangalore,0
64,63995.96,Pune,1
73,380117.17,Mumbai,0
51,72032.89,Bangalore,0
24,51117.68,Mumbai,1
35,28566.27,Bangalore,0
60,43847.49,Pune,1
18,57287.02,Mumbai,1
61,60489.24,Pune,1
71,1313.95,Bangalore,0
47,58037.62,Pune,0
24,33625.33,Mumbai,1
29,4707.62,Delhi,1
49,132685.17,Delhi,0
45,74821.16,Delhi,0
30,26958.57,Delhi,0
19,99448.52,Delhi,1
79,24598.52,Delhi,1
62,42277.94,Pune,0
30,10666.48,Delhi,1
79,58286.68,Delhi,0
50,27771.77,Bangalore,0
70,6344.57,Mumbai,1
36,41451.29,Pune,1
48,24520.38,Mumbai,0
26,8507.77,Bangalore,1
62,2090.85,Pune,1
71,140567.38,Delhi,0
37,26445.97,Pune,0
42,102490.78,Bangalore,0
39,2895.85,Mumbai,1
53,63442.06,Pune,1
41,131039.49,Bangalore,0
44,12307.52,Delhi,0
66,15104.63,Delhi,1
71,19172.77,Mumbai,0
39,144185.8,Bangalore,0
75,10544.2,Bangalore,0
55,45567.65,Bangalore,0
62,43441.35,Delhi,0
67,4613.07,Delhi,1
18,16384.5,Delhi,1
75,42794.39,Delhi,0
78,125312.09,Delhi,0
61,15942.19,Bangalore,0
47,57510.25,Pune,0
51,59128.5,Mumbai,1
52,4924.09,Delhi,0
68,203766.89,Mumbai,0
23,19614.97,Pune,1
42,32770.19,Pune,1
52,121705.48,Mumbai,0
46,18821.7,Delhi,1
35,955.83,Delhi,1
71,15575.74,Mumbai,1
58,5078.6,Delhi,0
21,71102.15,Mumbai,0
38,10683.44,Delhi,1
69,18925.86,Delhi,0
30,109503.64,Pune,0
66,28576.03,Pune,0
29,125481.96,Mumbai,0
78,27152.72,Bangalore,0
25,37073.56,Mumbai,0
35,57051.16,Delhi,0
19,60455.6,Bangalore,1
54,8691.55,Mumbai,0
33,56871.09,Bangalore,0
73,111472.92,Bangalore,0
52,83460.06,Bangalore,0
19,52849.58,Delhi,1
70,27928.9,Pune,0
69,31367.87,Pune,0
65,27948.28,Delhi,0
68,21286.31,Delhi,0
24,22776.24,Mumbai,1
58,81161.59,Pune,0
55,83870.33,Mumbai,1
53,5045.42,Mumbai,1
21,10464.92,Bangalore,1
77,55459.9,Mumbai,0
22,39506.25,Delhi,1
42,84419.21,Pune,0
61,2583.4,Delhi,1
42,41682.8,Bangalore,0
42,58299.59,Delhi,0
40,332769.34,Pune,0
39,50376.35,Mumbai,0
49,25454.73,Delhi,0
30,35909.15,Bangalore,0
61,27284.66,Mumbai,0
74,32493.9,Delhi,0
45,28835.94,Bangalore,1
76,8820.84,Mumbai,0
44,39003.2,Mumbai,0
78,45542.04,Bangalore,0
29,19503.15,Mumbai,1
34,34162.84,Delhi,0
52,20536.34,Pune,0
44,76349.11,Delhi,1
31,60446.92,Bangalore,1
56,22792.11,Mumbai,0
56,53159.04,Mumbai,1
29,16564.75,Pune,1
78,55650.68,Pune,0
35,101818.8,Mumbai,0
45,14589.63,Bangalore,0
60,15489.61,Delhi,0
27,27120.52,Delhi,1
76,39112.35,Delhi,0
79,41845.96,Mumbai,0
74,10264.46,Mumbai,1
42,47909.61,Delhi,1
62,60610.24,Mumbai,0
48,20187.32,Bangalore,1
21,93569.15,Bangalore,0
72,74737.57,Bangalore,0
20,82629.22,Pune,1
61,56235.72,Delhi,0
51,80822.94,Mumbai,0
46,4255.82,Mumbai,1
28,16572.02,Bangalore,0
71,51984.55,Bangalore,0
53,105945.8,Bangalore,0
33,3413.21,Delhi,0
29,326246.63,Delhi,0
29,34435.85,Pune,1
26,53256.62,Pune,1
58,5623.99,Bangalore,1
53,26524.32,Delhi,0
41,86619.15,Delhi,1
47,177961.29,Mumbai,0
51,28443.02,Delhi,1
30,34705.59,Bangalore,0
64,19181.31,Bangalore,1
71,96706.49,Mumbai,0
47,8.43,Pune,0
64,80068.44,Mumbai,0
76,37248.67,Mumbai,0
65,6931.39,Mumbai,0
27,97054.99,Pune,0
23,26175.37,Pune,1
70,95428.4,Pune,0
52,98854.46,Bangalore,0
66,59833.93,Pune,0
64,6143.62,Bangalore,1
25,18422.28,Bangalore,1
42,89270.61,Pune,0
52,43667.55,Bangalore,0
59,9158.09,Bangalore,0
66,43034.38,Mumbai,0
73,46090.77,Pune,1
43,109609.05,Mumbai,1
51,19418.42,Pune,1
48,17281.49,Bangalore,1
26,57628.68,Mumbai,1
64,19626.07,Delhi,0
32,48112.38,Mumbai,0
71,22521.56,Pune,0
66,73922.96,Pune,1
42,81211.12,Pune,1
66,37661.39,Pune,0
69,4562.35,Pune,1
25,19992.57,Pune,1
68,68725.67,Bangalore,0
53,4990.38,Delhi,1
25,19774.29,Bangalore,1
57,43610.7,Pune,0
59,39697.59,Bangalore,0
44,30309.98,Delhi,1
69,15724.71,Delhi,0
35,123936.67,Mumbai,0
69,17625.6,Delhi,0
26,46587.99,Mumbai,1
43,13975.12,Bangalore,1
72,59544.91,Mumbai,0
31,2274.39,Mumbai,1
73,2734.28,Pune,0
28,72883.77,Pune,1
20,11229.64,Pune,1
70,40448.91,Bangalore,0
75,19374.26,Pune,1
38,16645.99,Pune,1
78,167720.19,Delhi,0
67,12858.0,Bangalore,1
48,40879.15,Mumbai,1
55,24495.36,Mumbai,1
42,72681.05,Pune,1
31,97701.47,Delhi,0
74,18211.86,Mumbai,0
44,37325.02,Mumbai,0
33,32488.53,Mumbai,0
68,50649.03,Mumbai,0
65,20388.96,Pune,1
71,90550.49,Bangalore,0
55,32717.73,Delhi,0
39,97504.11,Bangalore,1
50,11233.41,Mumbai,1
66,11856.19,Delhi,0
60,35031.26,Pune,0
21,103.86,Delhi,1
70,51045.86,Delhi,1
50,108203.57,Bangalore,1
75,6213.06,Bangalore,0
26,123477.24,Mumbai,0
68,36788.71,Bangalore,0
77,81079.12,Pune,0
65,116187.59,Delhi,0
61,54724.71,Mumbai,1
58,152931.77,Mumbai,0
39,2698.4,Delhi,1
59,22332.49,Bangalore,0
77,6432.91,Pune,1
59,23562.31,Delhi,1
24,73893.62,Mumbai,0
42,18213.55,Delhi,1
45,16463.0,Delhi,0
69,173991.89,Delhi,0
37,36798.98,Bangalore,1
39,99633.57,Delhi,0
79,25325.17,Mumbai,0
37,3956.64,Delhi,1
23,137443.76,Bangalore,0
34,14274.85,Mumbai,0
50,77898.76,Bangalore,0
78,34360.55,Pune,0
31,69212.45,Pune,0
35,122206.76,Mumbai,1
61,15567.12,Bangalore,0
63,174801.54,Delhi,1
47,9440.05,Delhi,0
31,23525.99,Pune,0
70,34922.09,Delhi,1
56,121750.3,Bangalore,0
62,16642.01,Pune,1
74,51246.75,Bangalore,0
65,75507.59,Mumbai,0
34,80419.04,Bangalore,0
37,18957.72,Mumbai,0
27,8302.56,Mumbai,1
27,27600.4,Delhi,1
36,32172.89,Pune,1
41,53903.3,Mumbai,0
58,36184.69,Pune,1
20,8775.07,Mumbai,0
32,101008.37,Bangalore,1
33,35597.33,Delhi,0
41,15017.88,Pune,1
56,40513.13,Pune,1
32,15480.56,Pune,1
30,11472.96,Mumbai,1
52,90048.51,Bangalore,0
20,27605.0,Mumbai,1
77,72128.71,Mumbai,0
52,5292.6,Pune,0
60,14169.56,Mumbai,0
66,40216.88,Mumbai,1
22,17952.9,Mumbai,1
29,16760.1,Delhi,1
18,88739.73,Delhi,1
75,34989.2,Mumbai,0
22,17694.55,Delhi,1
39,87046.18,Bangalore,0
26,169655.43,Delhi,0
50,186957.73,Delhi,0
30,73942.68,Bangalore,1
57,16233.69,Delhi,0
51,2653.59,Delhi,1
52,15659.66,Delhi,0
63,97658.69,Delhi,0
54,10936.25,Bangalore,0
66,73883.15,Bangalore,0
24,288560.25,Pune,0
38,2703.45,Bangalore,1
49,14899.2,Bangalore,0
54,1512.71,Bangalore,0
64,17650.88,Mumbai,1
27,97906.86,Mumbai,0
26,12104.88,Mumbai,1
57,9180.14,Mumbai,0
75,136819.87,Delhi,0
26,26470.72,Bangalore,1
21,52572.63,Bangalore,0
64,103679.38,Pune,0
66,13408.21,Mumbai,0
44,42142.61,Pune,0
41,10637.81,Bangalore,0
77,6576.89,Mumbai,1
36,3471.71,Mumbai,1
21,8394.36,Pune,1
70,74809.38,Bangalore,0
59,135590.56,Pune,0
68,26204.85,Delhi,0
18,37350.01,Pune,1
55,172963.87,Mumbai,0
75,38843.99,Delhi,1
41,3411.99,Delhi,0
58,33091.38,Mumbai,1
66,155318.65,Pune,0
65,25084.63,Mumbai,1
27,137815.25,Delhi,0
72,60577.16,Delhi,1
42,4557.15,Mumbai,1
49,13208.89,Bangalore,1
44,18422.83,Pune,1
65,117314.99,Pune,0
27,31949.75,Pune,1
40,7895.08,Delhi,0
43,63577.1,Bangalore,0
79,217976.01,Bangalore,0
40,1256.97,Pune,1
62,43926.17,Pune,1
26,18905.32,Pune,1
58,9289.59,Pune,1
27,152969.29,Mumbai,1
78,4683.75,Mumbai,0
77,49425.32,Mumbai,1
48,61126.03,Delhi,1
22,21673.17,Mumbai,0
33,15680.65,Mumbai,1
25,22793.93,Bangalore,1
71,40396.17,Pune,0
77,1326.14,Delhi,0
33,122244.83,Mumbai,1
76,199779.78,Pune,0
62,29808.44,Delhi,0
38,53246.02,Bangalore,1
57,116158.55,Mumbai,1
24,74648.08,Bangalore,1
79,22254.37,Pune,1
55,30659.31,Pune,1
68,3500.53,Bangalore,1
45,4383.58,Pune,1
64,354669.26,Pune,0
77,212622.63,Bangalore,0
65,104595.39,Delhi,0
25,56074.26,Delhi,0
32,91507.06,Pune,0
66,26909.05,Bangalore,0
33,86449.43,Pune,1
19,9689.65,Bangalore,1
21,3504.57,Mumbai,0
30,63869.76,Pune,1
32,2999.96,Mumbai,1
36,111886.22,Pune,0
73,10549.28,Delhi,0
28,60442.22,Bangalore,0
51,109177.13,Delhi,0
67,76482.1,Pune,0
77,158936.85,Delhi,0
28,27682.14,Mumbai,1
69,14234.95,Delhi,0
46,13649.44,Pune,0
20,63635.42,Bangalore,1
26,42664.91,Mumbai,0
18,8073.06,Mumbai,0
66,32476.47,Pune,1
45,64308.52,Bangalore,1
59,80294.73,Mumbai,0
23,84806.16,Mumbai,1
21,23143.44,Pune,0
76,15358.58,Mumbai,0
29,24710.05,Bangalore,0
20,138090.89,Pune,0
56,26021.4,Pune,1
33,60315.64,Pune,1
44,107792.76,Mumbai,0
21,47692.79,Mumbai,1
36,21262.11,Bangalore,1
54,58324.16,Delhi,0
57,41610.05,Mumbai,0
20,36919.92,Mumbai,1
72,85416.45,Pune,1
66,113427.56,Bangalore,0
47,92350.33,Delhi,0
29,18252.6,Pune,0
31,55858.1,Bangalore,1
39,1010.67,Bangalore,0
51,16508.19,Delhi,0
22,195308.86,Mumbai,0
54,65651.82,Pune,0
46,32645.47,Pune,1
30,20268.25,Bangalore,0
79,18213.87,Pune,0
63,11166.78,Delhi,1
54,51588.8,Mumbai,1
51,15219.3,Pune,0
66,33699.54,Mumbai,1
58,57163.42,Bangalore,1
20,54219.32,Delhi,1
46,29062.67,Mumbai,0
58,33433.16,Delhi,1
45,121147.61,Mumbai,0
64,25451.0,Bangalore,0
31,14394.08,Delhi,0
36,55066.3,Mumbai,1
73,90646.66,Delhi,0
38,63335.65,Mumbai,0
30,51623.02,Bangalore,1
36,106746.89,Bangalore,0
33,21862.31,Bangalore,0
55,150128.71,Pune,0
40,6012.53,Pune,1
35,676.29,Pune,0
78,20888.26,Bangalore,1
26,3884.91,Delhi,1
52,211317.47,Pune,0
78,21260.07,Delhi,1
27,63979.19,Pune,1
60,65888.93,Pune,0
70,14681.44,Mumbai,1
58,9127.03,Mumbai,1
36,20900.61,Mumbai,0
65,73063.79,Mumbai,0
19,31986.43,Mumbai,0
52,57051.62,Delhi,1
63,17654.21,Mumbai,0
46,14376.96,Delhi,0
77,8829.88,Bangalore,1
41,82712.3,Delhi,0
73,106900.02,Bangalore,0
30,11576.24,Mumbai,0
20,34145.19,Bangalore,1
36,83747.88,Bangalore,0
46,19707.83,Bangalore,0
53,35073.04,Pune,0
29,29355.16,Pune,1
26,140678.14,Delhi,0
36,7327.25,Delhi,1
52,50134.24,Bangalore,1
29,20530.15,Mumbai,1
59,26541.33,Mumbai,0
66,50828.8,Bangalore,0
39,26310.48,Bangalore,0
35,77532.19,Mumbai,1
45,4525.94,Delhi,1
77,49612.59,Bangalore,0
44,85980.01,Mumbai,1
50,34859.02,Mumbai,1
25,84218.88,Bangalore,1
53,9739.01,Bangalore,0
29,6038.41,Bangalore,1
66,30913.59,Delhi,0
37,37920.72,Bangalore,1
60,71085.51,Pune,0
46,46625.04,Delhi,1
71,7440.25,Delhi,1
65,96935.37,Delhi,1
25,152664.38,Bangalore,0
33,86423.58,Mumbai,1
48,78904.48,Pune,1
62,6591.41,Bangalore,0
51,61727.04,Mumbai,1
58,38326.39,Mumbai,0
24,101449.25,Mumbai,1
58,34521.58,Delhi,0
63,7506.14,Bangalore,1
47,120.63,Mumbai,0
46,27181.53,Pune,0
49,8209.21,Pune,0
56,10350.63,Mumbai,0
67,552.35,Delhi,1
71,2866.8,Pune,1
27,27265.91,Pune,0
61,12121.14,Pune,0
65,59342.55,Delhi,1
65,2426.41,Mumbai,1
40,21953.45,Bangalore,0
36,5569.42,Bangalore,1
24,9662.38,Pune,1
45,1884.32,Pune,1
30,55572.97,Mumbai,0
75,41933.42,Mumbai,0
62,215402.57,Mumbai,0
42,63337.87,Delhi,1
37,40148.72,Bangalore,0
47,77908.14,Pune,1
44,3054.34,Mumbai,0
26,33818.89,Delhi,1
46,56664.08,Delhi,1
59,82654.96,Pune,0
40,80731.0,Bangalore,0
32,157029.5,Pune,1
47,7985.16,Bangalore,1
28,21358.4,Mumbai,1
31,45322.06,Pune,1
71,7312.01,Mumbai,0
67,2449.47,Mumbai,0
28,29803.36,Mumbai,0
31,32870.3,Pune,1
54,102302.43,Delhi,0
65,214674.06,Bangalore,0
34,9425.42,Bangalore,1
73,14243.01,Delhi,1
48,110936.33,Mumbai,0
22,2311.44,Delhi,1
74,18404.58,Pune,1
79,284273.06,Bangalore,0
65,12575.11,Delhi,0
68,39637.53,Mumbai,1
65,46715.8,Delhi,1
37,60738.04,Mumbai,0
23,28514.25,Pune,1
60,4369.46,Bangalore,1
24,72749.75,Delhi,0
54,37200.04,Mumbai,0
65,16496.66,Mumbai,1
37,5191.01,Pune,1
47,194096.16,Mumbai,0
46,78812.72,Mumbai,0
70,43060.62,Bangalore,0
38,18817.53,Bangalore,0
41,197568.73,Delhi,0
54,37132.29,Mumbai,1
57,39527.94,Delhi,1
39,42444.51,Bangalore,1
34,73840.02,Delhi,0
46,16386.85,Mumbai,1
42,5121.54,Mumbai,1
25,248825.06,Bangalore,0
48,80356.48,Bangalore,0
49,58973.31,Bangalore,1
28,63286.49,Delhi,0
43,212978.05,Bangalore,0
41,7434.16,Bangalore,1
19,247.15,Bangalore,1
40,76866.18,Pune,0
19,1632.81,Mumbai,0
32,26085.35,Pune,1
33,66024.79,Delhi,0
65,82903.22,Pune,0
37,27891.99,Bangalore,0
55,37142.68,Mumbai,0
59,41319.75,Pune,0
44,2113.14,Bangalore,0
68,31156.06,Pune,1
53,9684.75,Delhi,1
43,7481.54,Delhi,1
45,43208.8,Bangalore,0
23,7144.25,Mumbai,1
38,45365.01,Pune,0
36,15896.03,Mumbai,1
31,80765.04,Bangalore,0
27,7682.61,Pune,1
61,112572.47,Mumbai,0
79,148678.93,Pune,0
18,7275.31,Delhi,1
19,597.67,Pune,1
24,42813.44,Bangalore,1
68,8586.51,Mumbai,0
53,26503.82,Delhi,1
21,82996.29,Bangalore,0
35,44129.71,Mumbai,1
18,59510.95,Delhi,1
35,36654.02,Pune,1
56,27482.28,Mumbai,0
65,19019.48,Mumbai,1
79,6633.73,Pune,0
79,34374.89,Pune,0
68,42746.28,Delhi,1
50,62809.05,Bangalore,0
25,114742.26,Delhi,0
18,27992.8,Pune,0
52,63579.83,Pune,1
55,33125.72,Mumbai,0
46,30120.67,Delhi,1
64,84987.13,Delhi,0
75,38753.32,Bangalore,0
29,177043.06,Mumbai,0
33,83210.81,Mumbai,1
33,4632.61,Delhi,1
69,62889.92,Pune,1
30,32095.87,Pune,0
51,52377.79,Delhi,1
66,40562.86,Mumbai,0
53,7738.31,Bangalore,1
75,12583.14,Delhi,0
70,92273.42,Bangalore,0
67,83802.13,Pune,1
71,1632.8,Bangalore,0
41,10828.2,Delhi,1
52,80420.59,Pune,0
66,4004.3,Mumbai,0
57,679.95,Pune,0
51,33147.92,Mumbai,1
28,35706.67,Mumbai,1
43,57559.78,Mumbai,0
42,22317.6,Delhi,1
46,13585.89,Delhi,0
54,40559.75,Delhi,0
26,76466.62,Pune,0
78,60650.21,Bangalore,0
78,16579.36,Pune,0
42,138577.6,Delhi,0
69,52142.72,Bangalore,0
74,41211.96,Bangalore,0
30,20052.45,Mumbai,1
33,10035.72,Delhi,1
57,31933.94,Bangalore,0
20,3568.11,Bangalore,1
24,10343.94,Pune,1
47,3008.88,Mumbai,1
23,36470.82,Mumbai,0
62,13666.39,Mumbai,1
27,89711.33,Delhi,1
55,54109.27,Pune,1
53,68230.42,Bangalore,0
77,15500.69,Delhi,0
37,73259.4,Delhi,1
78,3761.25,Pune,1
69,24891.24,Bangalore,0
75,30419.97,Delhi,0
55,26448.77,Pune,0
35,1775.53,Mumbai,1
71,10964.24,Pune,1
23,13322.74,Pune,0
77,12336.81,Delhi,1
31,24301.14,Delhi,0
25,12865.48,Mumbai,1
29,95566.93,Mumbai,0
38,32643.11,Pune,0
35,28776.07,Mumbai,1
42,42450.77,Delhi,1
70,8243.99,Mumbai,0
40,26148.5,Delhi,0
62,15472.78,Mumbai,0
32,14308.68,Bangalore,1
47,11006.67,Delhi,1
61,167443.53,Pune,0
28,41766.2,Pune,0
29,47567.87,Mumbai,1
39,47211.73,Bangalore,1
61,25261.17,Mumbai,1
67,12841.92,Pune,0
42,85610.74,Mumbai,1
78,28847.97,Pune,0
50,6600.28,Pune,1
54,128564.57,Bangalore,0
58,23211.83,Pune,1
65,142294.57,Mumbai,0
58,18315.49,Bangalore,0
37,36174.66,Bangalore,1
32,56348.62,Delhi,0
70,12965.82,Pune,1
46,95225.57,Bangalore,0
38,62866.48,Pune,1
38,188957.29,Mumbai,1
56,112427.28,Bangalore,0
78,1004.54,Bangalore,0
61,89616.21,Mumbai,0
57,28756.25,Bangalore,1
69,156858.87,Mumbai,0
38,12277.47,Delhi,0
66,466.7,Mumbai,0
33,73253.18,Pune,1
46,37894.43,Mumbai,1
18,15842.56,Bangalore,1
64,2657.98,Bangalore,0
22,44254.79,Delhi,1
30,5231.44,Delhi,0
68,21001.87,Pune,1
33,104036.46,Bangalore,0
32,73734.07,Mumbai,1
25,36613.48,Bangalore,1
57,91005.65,Pune,0
56,12947.51,Mumbai,0
76,7521.47,Delhi,0
44,57380.24,Pune,0
25,112489.65,Bangalore,0
46,39092.11,Pune,1
75,32295.39,Pune,0
38,1375.04,Pune,1
29,18356.82,Bangalore,1
65,46092.02,Delhi,0
72,58248.37,Delhi,0
25,575.04,Bangalore,1
63,71423.16,Mumbai,1
74,30072.94,Pune,1
68,128929.98,Mumbai,0
65,107990.4,Bangalore,1
40,25521.08,Pune,1
49,70854.34,Pune,0
35,53573.8,Delhi,1
79,39007.56,Pune,0
54,14074.67,Bangalore,1
48,796.12,Delhi,0
56,18188.97,Mumbai,0
74,149027.55,Mumbai,0
71,99264.21,Pune,1
28,37000.47,Pune,1
25,8680.89,Mumbai,1
60,45803.58,Bangalore,0
43,29284.82,Mumbai,0
39,31210.47,Delhi,1
31,208830.39,Pune,0
68,424.29,Bangalore,0
40,143772.86,Pune,0
55,16150.44,Pune,1
34,55837.66,Pune,0
56,63375.6,Bangalore,1
25,96535.67,Bangalore,0
52,134471.17,Bangalore,0
36,121494.86,Bangalore,0
44,5576.84,Mumbai,0
79,24445.75,Mumbai,1
68,66289.28,Bangalore,0
60,54925.75,Bangalore,0
55,112232.42,Mumbai,0
54,122006.57,Bangalore,0
36,41129.18,Bangalore,1
67,33725.55,Pune,1
39,32720.14,Pune,0
57,231232.82,Mumbai,0
59,145256.37,Mumbai,0
46,17661.57,Mumbai,1
43,160560.13,Bangalore,0
50,64886.37,Pune,0
19,65469.4,Bangalore,1
21,138276.22,Mumbai,1
27,85869.44,Pune,1
64,55742.37,Pune,0
53,3274.95,Delhi,1
40,51383.82,Pune,0
22,12094.65,Mumbai,1
69,32611.18,Delhi,1
25,93897.48,Delhi,1
43,49596.77,Mumbai,1
67,5209.99,Delhi,1
60,20950.24,Delhi,1
52,50669.92,Delhi,0
45,3251.22,Delhi,1
38,35802.05,Pune,0
27,5517.45,Pune,1
20,28340.27,Bangalore,1
50,18355.48,Delhi,1
48,23336.0,Pune,1
77,62009.51,Pune,1
44,21757.59,Pune,0
33,34646.27,Bangalore,1
45,13264.36,Mumbai,0
29,28363.45,Delhi,0
28,62277.94,Delhi,0
70,11454.8,Pune,0
56,27462.62,Mumbai,1
41,62334.13,Mumbai,1
21,64178.37,Bangalore,1
49,23132.69,Pune,0
39,185212.64,Delhi,0
52,57770.51,Delhi,0
55,33513.98,Pune,0
54,11428.59,Pune,0
23,24846.77,Mumbai,1
68,59173.55,Pune,1
20,11947.61,Bangalore,1
43,75490.28,Bangalore,0
27,1863.04,Mumbai,1
49,17493.69,Bangalore,0
53,33315.52,Delhi,1
23,97377.93,Mumbai,0
79,11379.73,Pune,1
72,64915.68,Delhi,1
32,40751.21,Pune,0
59,33571.55,Pune,0
22,11531.69,Bangalore,1
38,7196.73,Bangalore,1
32,144659.79,Delhi,0
29,65858.04,Mumbai,1
79,3336.34,Mumbai,1
50,6138.46,Bangalore,1
47,83963.06,Bangalore,1
28,43046.84,Mumbai,1
54,116010.71,Delhi,1
40,2416.21,Bangalore,1
33,209339.32,Delhi,0
52,44575.69,Bangalore,1
20,20119.95,Pune,1
48,32919.26,Pune,1
35,667.4,Delhi,0
52,166045.42,Bangalore,0
28,22787.5,Bangalore,1
79,46908.75,Pune,0
27,19795.65,Pune,1
31,2811.81,Bangalore,0
65,8290.0,Bangalore,0
45,91535.35,Pune,0
62,34773.27,Bangalore,1
21,32577.75,Delhi,1
23,760.9,Pune,0
68,22847.94,Delhi,0
54,60958.24,Mumbai,0
54,79841.6,Delhi,1
73,1491.85,Delhi,0
75,127732.91,Delhi,0
74,14608.19,Pune,0
58,17674.3,Delhi,0
60,55197.68,Delhi,0
47,27575.7,Bangalore,1
37,10719.41,Pune,1
50,136728.69,Delhi,0
50,36797.09,Delhi,1
45,64878.92,Pune,1
52,48840.39,Mumbai,1
38,171270.36,Mumbai,0
44,7576.8,Delhi,0
55,12136.54,Mumbai,0
71,8086.54,Pune,0
43,20741.85,Delhi,1
34,8094.87,Bangalore,0
68,1040.16,Mumbai,1
21,47089.46,Pune,1
71,33302.77,Delhi,0
47,38725.63,Bangalore,0
38,56190.88,Mumbai,0
18,33779.52,Mumbai,1
60,44888.37,Bangalore,0
71,40721.08,Mumbai,0
44,11799.15,Bangalore,1
48,9750.22,Pune,1
33,52753.83,Delhi,1
31,18539.25,Delhi,1
79,129102.63,Pune,0
78,18016.17,Delhi,0
32,15230.27,Mumbai,1
69,25183.73,Pune,1
58,9767.2,Pune,1
71,140482.81,Mumbai,0
65,103181.96,Mumbai,0
21,18792.97,Mumbai,1
61,84077.03,Mumbai,1
76,3241.95,Pune,1
23,95286.4,Bangalore,1
39,43987.39,Delhi,0
35,137033.15,Mumbai,0
63,66314.4,Delhi,0
60,25274.14,Delhi,0
33,17265.26,Delhi,1
33,14316.85,Delhi,0
46,202604.54,Pune,0
78,84557.62,Bangalore,1
67,33309.31,Bangalore,1
45,36771.02,Delhi,0
45,43931.33,Bangalore,0
52,35541.48,Pune,1
35,47801.63,Mumbai,0
49,52261.61,Delhi,1
38,33434.57,Bangalore,0
44,31190.41,Mumbai,1
78,52241.29,Bangalore,0
46,105590.59,Mumbai,0
32,129406.13,Mumbai,0
74,18147.21,Delhi,1
62,12886.07,Delhi,0
19,108956.38,Bangalore,1
26,10920.73,Mumbai,1
78,32079.26,Delhi,0
34,38652.09,Delhi,1
25,26937.99,Delhi,0
77,109895.09,Pune,0
44,30193.04,Pune,0
55,15951.36,Bangalore,0
60,2097.97,Pune,1
54,12090.0,Mumbai,1
67,65630.53,Bangalore,1
35,8947.17,Delhi,1
58,70767.79,Pune,0
35,74152.12,Bangalore,1
48,236971.39,Pune,0
28,56724.76,Bangalore,0
73,8829.62,Bangalore,0
57,42938.48,Bangalore,1
44,19366.84,Mumbai,1
26,4329.28,Pune,0
33,178753.04,Delhi,0
45,22984.7,Bangalore,1
66,67411.63,Bangalore,1
48,3843.02,Mumbai,0
52,16568.65,Mumbai,0
36,24781.29,Pune,0
26,63899.22,Delhi,0
36,133643.47,Pune,1
38,9490.03,Bangalore,1
24,61359.11,Delhi,0
23,66183.98,Delhi,1
19,133560.87,Mumbai,1
51,18014.52,Delhi,1
43,25890.42,Delhi,1
27,13024.18,Bangalore,1
64,34240.83,Bangalore,0
62,44570.2,Mumbai,0
74,9351.39,Bangalore,0
52,8752.81,Bangalore,1
73,8822.81,Delhi,0
78,12052.76,Bangalore,0
44,14755.14,Pune,1
18,160463.88,Delhi,0
43,53999.02,Pune,0
62,78590.26,Delhi,0
38,64984.06,Pune,1
30,17030.41,Bangalore,1
31,11333.33,Pune,1
20,59724.38,Delhi,1
59,30637.29,Delhi,0
56,68512.45,Pune,0
61,5477.03,Pune,1
51,58599.43,Pune,0
35,53216.69,Delhi,0
36,203722.26,Mumbai,0
71,24396.45,Delhi,1
49,29439.07,Delhi,1
56,29783.46,Pune,0
21,17522.97,Pune,1
22,30753.27,Delhi,0
44,367.57,Bangalore,1
78,905.21,Mumbai,1
53,29732.0,Bangalore,1
78,114203.02,Mumbai,0
72,1240.31,Pune,0
66,66094.19,Bangalore,0
70,1441.3,Pune,1
79,24071.86,Pune,0
67,63206.49,Pune,0
40,78426.91,Delhi,0
75,57496.78,Delhi,1
26,120328.53,Delhi,0
43,3919.02,Delhi,0
73,36833.73,Mumbai,0
45,33073.71,Pune,1
24,21441.4,Delhi,0
18,14008.94,Pune,1
19,96254.78,Delhi,1
46,59098.25,Pune,1
27,25035.51,Delhi,1
49,84164.69,Delhi,0
52,111571.31,Bangalore,0
52,87377.26,Pune,0
79,106.64,Delhi,0
77,992.45,Bangalore,1
19,3599.15,Pune,1
23,16030.34,Pune,1
51,59869.97,Pune,0
37,7377.43,Delhi,1
19,4531.24,Mumbai,0
44,35013.59,Pune,0
43,215155.88,Mumbai,0
69,8825.44,Pune,1
19,53885.09,Pune,1
58,47341.52,Mumbai,1
69,34392.54,Delhi,0
67,3188.75,Bangalore,0
27,6798.62,Mumbai,0
24,10090.7,Mumbai,1
30,55546.03,Delhi,1
38,23145.02,Delhi,0
23,11678.77,Delhi,1
19,38932.56,Bangalore,1
56,131159.69,Mumbai,0
75,11409.39,Bangalore,0
63,59861.72,Mumbai,0
62,19707.48,Delhi,1
31,64706.07,Pune,0
40,2983.79,Pune,0
60,101362.09,Mumbai,0
49,81111.25,Pune,0
52,49100.88,Mumbai,0
18,16489.31,Pune,0
26,8208.16,Delhi,0
66,1138.51,Bangalore,1
